CustomerID,FirstPurchase,LastPurchase,TotalTransactions,UniqueInvoices,TotalRevenue,AvgRevenue,StdRevenue,TotalQuantity,AvgQuantity,AvgUnitPrice,Country,CustomerLifespan,Recency,Frequency,Monetary,RecencyScore,FrequencyScore,MonetaryScore,RFM_Score,CustomerSegment
12408.0,2011-03-24 14:46:00,2011-11-07 12:27:00,104,5,2871.95,27.61,24.27,1405,13.51,3.01,BELGIUM,227,32,5,2871.95,4,4,5,445,Champions
12409.0,2011-06-10 12:19:00,2011-09-22 10:38:00,107,3,10752.27,100.49,59.67,5359,50.08,3.6,SWITZERLAND,103,78,3,10752.27,2,3,5,235,At Risk
12410.0,2011-02-04 10:38:00,2011-02-04 10:39:00,26,2,693.33,26.67,28.21,211,8.12,6.34,SWITZERLAND,0,308,2,693.33,1,2,3,123,Lost Customers
12412.0,2011-06-23 13:51:00,2011-09-26 10:16:00,58,3,1177.28,20.3,12.79,803,13.84,2.72,DENMARK,94,74,3,1177.28,2,3,4,234,At Risk
12413.0,2011-01-06 16:12:00,2011-10-04 09:00:00,36,3,730.05,20.28,10.42,271,7.53,4.88,FRANCE,270,66,3,730.05,3,3,3,333,Loyal Customers
12414.0,2011-02-02 14:51:00,2011-05-06 14:51:00,18,3,562.41,31.24,18.57,300,16.67,8.57,AUSTRIA,93,216,3,562.41,1,3,3,133,At Risk
12415.0,2011-01-06 11:12:00,2011-11-15 14:22:00,701,21,123251.79,175.82,182.21,76004,108.42,2.94,AUSTRALIA,313,23,21,123251.79,4,5,5,455,Champions
12417.0,2010-12-17 11:51:00,2011-12-06 14:52:00,183,9,3501.01,19.13,11.13,1471,8.04,5.36,BELGIUM,354,2,9,3501.01,5,5,5,555,Champions
12418.0,2011-08-19 11:08:00,2011-08-19 11:08:00,34,1,668.58,19.66,16.13,407,11.97,3.56,SWITZERLAND,0,112,1,668.58,2,1,3,213,Lost Customers
12420.0,2011-10-07 08:55:00,2011-10-07 08:55:00,27,1,558.51,20.69,9.06,317,11.74,4.75,CYPRUS,0,63,1,558.51,3,1,3,313,Potential Loyalists
12421.0,2011-01-24 15:09:00,2011-11-24 09:07:00,42,4,771.55,18.37,11.77,451,10.74,4.76,SPAIN,303,15,4,771.55,4,4,3,443,Loyal Customers
12422.0,2011-01-19 09:13:00,2011-09-05 09:48:00,39,3,803.56,20.6,17.52,370,9.49,3.26,AUSTRALIA,229,95,3,803.56,2,3,3,233,At Risk
12423.0,2010-12-21 10:54:00,2011-12-09 10:10:00,119,8,1773.63,14.9,7.81,1269,10.66,2.83,BELGIUM,352,0,8,1773.63,5,5,4,554,Champions
12424.0,2011-06-30 12:06:00,2011-06-30 12:06:00,28,2,1523.36,54.41,62.49,692,24.71,2.63,AUSTRALIA,0,162,2,1523.36,2,2,4,224,Lost Customers
12425.0,2011-09-22 17:31:00,2011-09-22 17:31:00,35,1,760.2,21.72,14.88,494,14.11,2.39,PORTUGAL,0,77,1,760.2,2,1,3,213,Lost Customers
12426.0,2011-05-29 12:26:00,2011-05-29 12:26:00,27,1,540.13,20.0,11.94,238,8.81,4.03,GERMANY,0,194,1,540.13,1,1,3,113,Lost Customers
12427.0,2010-12-03 10:44:00,2011-11-18 08:56:00,29,3,738.0,25.45,16.25,513,17.69,4.56,UNITED KINGDOM,349,21,3,738.0,4,3,3,433,Loyal Customers
12428.0,2011-03-01 09:33:00,2011-11-14 08:22:00,285,9,7710.01,27.05,44.02,3442,12.08,4.64,UNITED KINGDOM,257,25,9,7710.01,4,5,5,455,Champions
12429.0,2010-12-09 12:05:00,2011-11-30 17:22:00,90,4,3550.72,39.45,36.97,1485,16.5,3.66,FRANCE,356,8,4,3550.72,5,4,5,545,Champions
12430.0,2011-10-27 15:09:00,2011-10-27 15:09:00,11,1,256.4,23.31,14.03,117,10.64,6.23,NORWAY,0,42,1,256.4,3,1,2,312,Potential Loyalists
12431.0,2010-12-01 10:03:00,2011-11-04 11:55:00,223,15,6240.45,27.98,51.54,2814,12.62,3.79,AUSTRALIA,338,35,15,6240.45,3,5,5,355,Loyal Customers
12432.0,2011-06-20 13:27:00,2011-10-28 11:43:00,105,5,4996.68,47.59,76.58,1747,16.64,10.82,NORWAY,129,42,5,4996.68,3,4,5,345,Loyal Customers
12433.0,2010-12-01 13:24:00,2011-12-09 10:02:00,406,7,12979.25,31.97,27.0,10785,26.56,2.18,UNITED KINGDOM,372,0,7,12979.25,5,5,5,555,Champions
12434.0,2011-03-24 13:05:00,2011-09-16 12:38:00,50,2,806.14,16.12,8.34,394,7.88,3.67,AUSTRALIA,175,84,2,806.14,2,2,3,223,Lost Customers
12435.0,2011-03-17 07:40:00,2011-09-21 09:06:00,35,2,7650.89,218.6,119.76,1955,55.86,5.58,DENMARK,188,79,2,7650.89,2,2,5,225,Lost Customers
12436.0,2011-09-01 12:09:00,2011-09-01 12:09:00,14,1,466.31,33.31,19.5,177,12.64,5.77,NORWAY,0,99,1,466.31,2,1,2,212,Lost Customers
12437.0,2011-01-12 14:13:00,2011-12-08 11:35:00,191,18,4707.25,24.65,18.22,2800,14.66,3.99,FRANCE,329,1,18,4707.25,5,5,5,555,Champions
12438.0,2011-07-22 13:29:00,2011-11-25 13:28:00,95,2,2869.13,30.2,41.07,1130,11.89,3.98,UNITED KINGDOM,125,13,2,2869.13,4,2,5,425,New Customers
12441.0,2010-12-08 10:45:00,2010-12-08 10:45:00,11,1,173.55,15.78,4.0,121,11.0,3.7,FRANCE,0,366,1,173.55,1,1,1,111,Lost Customers
12442.0,2011-12-06 14:22:00,2011-12-06 14:22:00,12,1,172.06,14.34,8.01,182,15.17,3.34,UNITED KINGDOM,0,2,1,172.06,5,1,1,511,New Customers
12444.0,2011-06-21 14:00:00,2011-11-18 13:23:00,174,5,4945.32,28.42,36.61,1133,6.51,6.37,NORWAY,149,20,5,4945.32,4,4,5,445,Champions
12445.0,2011-11-17 18:43:00,2011-11-17 18:43:00,4,1,133.4,33.35,16.23,62,15.5,7.99,SPAIN,0,21,1,133.4,4,1,1,411,New Customers
12446.0,2011-10-13 12:50:00,2011-10-13 12:50:00,55,1,972.85,17.69,6.27,330,6.0,4.37,RSA,0,57,1,972.85,3,1,4,314,Potential Loyalists
12447.0,2011-04-10 13:25:00,2011-04-10 13:25:00,24,1,450.59,18.77,7.25,180,7.5,3.49,BELGIUM,0,242,1,450.59,1,1,2,112,Lost Customers
12448.0,2011-10-26 13:46:00,2011-10-26 13:46:00,19,1,432.46,22.76,19.6,202,10.63,6.78,SPAIN,0,43,1,432.46,3,1,2,312,Potential Loyalists
12449.0,2011-06-05 15:37:00,2011-11-17 13:46:00,182,4,3924.19,21.56,18.39,1495,8.21,3.72,BELGIUM,164,21,4,3924.19,4,4,5,445,Champions
12450.0,2011-06-19 14:36:00,2011-07-06 14:41:00,8,2,197.88,24.74,18.19,128,16.0,1.62,SPAIN,17,155,2,197.88,2,2,1,221,Lost Customers
12451.0,2011-01-19 09:05:00,2011-11-29 08:40:00,344,5,8752.89,25.44,21.25,6353,18.47,2.47,SWITZERLAND,313,10,5,8752.89,5,4,5,545,Champions
12452.0,2011-11-23 08:05:00,2011-11-23 10:28:00,21,2,413.97,19.71,16.4,181,8.62,4.5,SWITZERLAND,0,16,2,413.97,4,2,2,422,New Customers
12453.0,2011-07-28 14:08:00,2011-07-28 14:08:00,43,1,707.09,16.44,5.04,473,11.0,2.39,AUSTRIA,0,133,1,707.09,2,1,3,213,Lost Customers
12454.0,2011-10-14 17:13:00,2011-10-14 17:13:00,14,1,3168.34,226.31,102.35,718,51.29,7.71,SPAIN,0,55,1,3168.34,3,1,5,315,Potential Loyalists
12455.0,2011-02-16 09:56:00,2011-09-27 15:31:00,88,6,2424.76,27.55,23.76,2079,23.62,3.15,CYPRUS,223,72,6,2424.76,2,4,5,245,At Risk
12456.0,2011-03-30 09:12:00,2011-10-26 14:41:00,121,3,3141.2,25.96,34.68,1561,12.9,3.72,GERMANY,210,43,3,3141.2,3,3,5,335,Loyal Customers
12457.0,2011-04-14 18:57:00,2011-10-04 13:13:00,61,7,2214.11,36.3,45.65,825,13.52,4.79,SWITZERLAND,172,65,7,2214.11,3,5,5,355,Loyal Customers
12458.0,2011-02-28 10:55:00,2011-09-29 15:25:00,37,2,932.4,25.2,18.2,502,13.57,4.34,SWITZERLAND,213,70,2,932.4,3,2,4,324,Potential Loyalists
12461.0,2011-07-08 10:23:00,2011-07-08 10:23:00,34,1,626.88,18.44,11.85,282,8.29,3.21,SWITZERLAND,0,154,1,626.88,2,1,3,213,Lost Customers
12462.0,2011-02-09 14:44:00,2011-11-21 09:11:00,61,2,1176.84,19.29,21.49,535,8.77,4.56,SPAIN,284,18,2,1176.84,4,2,4,424,New Customers
12463.0,2011-04-12 12:47:00,2011-10-17 13:44:00,80,4,1298.98,16.24,7.42,748,9.35,3.08,BELGIUM,188,52,4,1298.98,3,4,4,344,Loyal Customers
12464.0,2011-02-03 13:30:00,2011-11-29 13:33:00,27,8,1122.25,41.56,27.24,106,3.93,11.6,BELGIUM,299,9,8,1122.25,5,5,4,554,Champions
12465.0,2011-06-23 13:37:00,2011-11-22 16:34:00,45,2,709.09,15.76,6.45,453,10.07,2.65,BELGIUM,152,16,2,709.09,4,2,3,423,New Customers
12468.0,2011-01-27 13:29:00,2011-06-05 11:36:00,36,2,696.54,19.35,12.21,354,9.83,3.56,GERMANY,128,187,2,696.54,1,2,3,123,Lost Customers
12471.0,2010-12-10 09:35:00,2011-12-07 15:43:00,428,30,18568.6,43.38,77.28,7652,17.88,4.39,GERMANY,362,1,30,18568.6,5,5,5,555,Champions
12472.0,2010-12-05 14:19:00,2011-11-07 14:01:00,321,7,6141.45,19.13,15.35,3854,12.01,2.44,GERMANY,336,31,7,6141.45,4,5,5,455,Champions
12473.0,2011-06-01 10:15:00,2011-11-10 13:46:00,159,5,3796.61,23.88,54.69,2305,14.5,8.65,GERMANY,162,28,5,3796.61,4,4,5,445,Champions
12474.0,2011-01-14 10:06:00,2011-11-22 14:39:00,398,18,6889.62,17.31,10.3,4480,11.26,2.89,GERMANY,312,16,18,6889.62,4,5,5,455,Champions
12475.0,2011-10-17 10:10:00,2011-10-17 10:10:00,36,1,723.38,20.09,10.98,535,14.86,2.94,GERMANY,0,53,1,723.38,3,1,3,313,Potential Loyalists
12476.0,2010-12-13 14:39:00,2011-11-24 12:40:00,223,11,6615.32,29.67,26.48,2314,10.38,4.9,GERMANY,345,15,11,6615.32,4,5,5,455,Champions
12477.0,2011-02-11 12:45:00,2011-11-17 09:51:00,287,6,12624.14,43.99,49.12,3421,11.92,4.43,GERMANY,278,22,6,12624.14,4,5,5,455,Champions
12478.0,2011-12-06 09:56:00,2011-12-06 09:56:00,33,1,633.29,19.19,21.74,226,6.85,4.51,GREECE,0,3,1,633.29,5,1,3,513,New Customers
12479.0,2011-11-28 13:26:00,2011-11-28 13:26:00,31,1,527.2,17.01,9.07,385,12.42,2.67,FRANCE,0,10,1,527.2,5,1,3,513,New Customers
12480.0,2011-01-07 15:27:00,2011-11-11 14:52:00,148,4,3190.89,21.56,29.46,1661,11.22,3.14,GERMANY,307,27,4,3190.89,4,4,5,445,Champions
12481.0,2010-12-09 10:13:00,2011-11-17 08:29:00,203,10,5185.32,25.54,20.65,3088,15.21,3.46,GERMANY,342,22,10,5185.32,4,5,5,455,Champions
12483.0,2011-01-04 14:20:00,2011-11-22 17:02:00,73,8,2435.3,33.36,31.71,1062,14.55,5.31,SWEDEN,322,16,8,2435.3,4,5,5,455,Champions
12484.0,2011-01-07 14:04:00,2011-11-07 11:37:00,328,6,4377.87,13.35,17.52,2109,6.43,3.15,SPAIN,303,32,6,4377.87,4,5,5,455,Champions
12488.0,2011-09-25 10:34:00,2011-11-30 08:50:00,52,3,1235.96,23.77,17.28,503,9.67,3.72,FRANCE,65,9,3,1235.96,5,3,4,534,Loyal Customers
12489.0,2011-01-07 13:13:00,2011-01-07 13:13:00,14,1,308.08,22.01,8.91,102,7.29,5.69,FRANCE,0,335,1,308.08,1,1,2,112,Lost Customers
12490.0,2011-01-14 09:13:00,2011-12-04 16:07:00,232,10,5133.55,22.13,17.52,2916,12.57,2.71,FRANCE,324,4,10,5133.55,5,5,5,555,Champions
12491.0,2011-11-01 12:18:00,2011-11-01 12:18:00,26,1,460.4,17.71,9.37,260,10.0,3.38,FRANCE,0,38,1,460.4,3,1,2,312,Potential Loyalists
12492.0,2011-08-26 14:51:00,2011-10-07 15:15:00,19,2,247.91,13.05,5.5,186,9.79,3.39,GERMANY,42,62,2,247.91,3,2,2,322,Potential Loyalists
12493.0,2011-05-26 14:53:00,2011-06-27 10:17:00,19,2,356.28,18.75,4.59,183,9.63,3.85,FRANCE,31,165,2,356.28,2,2,2,222,Lost Customers
12494.0,2010-12-09 11:31:00,2011-11-24 09:34:00,74,7,1201.65,16.24,7.67,668,9.03,3.95,FRANCE,349,15,7,1201.65,4,5,4,454,Champions
12497.0,2011-09-19 12:29:00,2011-09-19 12:29:00,12,1,959.1,79.92,46.18,1036,86.33,2.33,GERMANY,0,81,1,959.1,2,1,4,214,Lost Customers
12498.0,2011-10-13 09:30:00,2011-11-18 12:53:00,22,3,386.0,17.55,7.12,153,6.95,4.25,GERMANY,36,20,3,386.0,4,3,2,432,Potential Loyalists
12500.0,2011-01-10 09:48:00,2011-11-16 16:20:00,58,11,3404.86,58.7,64.64,2426,41.83,5.7,GERMANY,310,22,11,3404.86,4,5,5,455,Champions
12501.0,2011-01-07 12:28:00,2011-01-07 12:28:00,146,1,2143.02,14.68,11.72,1732,11.86,2.43,GERMANY,0,336,1,2143.02,1,1,5,115,Lost Customers
12502.0,2011-02-03 10:41:00,2011-09-05 11:52:00,142,5,3622.77,25.51,30.21,802,5.65,6.37,SPAIN,214,95,5,3622.77,2,4,5,245,At Risk
12504.0,2011-11-09 14:56:00,2011-11-21 16:02:00,8,2,380.05,47.51,45.81,78,9.75,9.07,GERMANY,12,17,2,380.05,4,2,2,422,New Customers
12506.0,2011-04-21 08:54:00,2011-04-21 08:54:00,23,1,73.5,3.2,2.09,23,1.0,3.2,FRANCE,0,232,1,73.5,1,1,1,111,Lost Customers
12507.0,2011-02-14 09:24:00,2011-07-28 17:09:00,21,3,1302.49,62.02,54.61,893,42.52,4.86,SPAIN,164,133,3,1302.49,2,3,4,234,At Risk
12508.0,2011-11-10 16:27:00,2011-11-13 15:37:00,65,2,381.83,5.87,4.51,261,4.02,1.75,FRANCE,2,25,2,381.83,4,2,2,422,New Customers
12509.0,2011-02-28 14:45:00,2011-02-28 14:45:00,7,1,176.5,25.21,18.92,55,7.86,5.56,FRANCE,0,283,1,176.5,1,1,1,111,Lost Customers
12510.0,2011-01-18 14:04:00,2011-07-20 10:15:00,30,2,918.07,30.6,33.53,311,10.37,4.54,SPAIN,182,142,2,918.07,2,2,4,224,Lost Customers
12512.0,2011-10-04 14:53:00,2011-10-04 14:55:00,28,2,123.13,4.4,2.97,93,3.32,2.6,ISRAEL,0,65,2,123.13,3,2,1,321,Potential Loyalists
12513.0,2011-08-19 10:51:00,2011-08-19 10:51:00,35,1,612.29,17.49,9.99,462,13.2,2.18,FRANCE,0,112,1,612.29,2,1,3,213,Lost Customers
12514.0,2011-03-17 16:38:00,2011-03-17 16:38:00,49,1,989.78,20.2,10.75,426,8.69,3.35,ITALY,0,266,1,989.78,1,1,4,114,Lost Customers
12515.0,2010-12-21 15:43:00,2010-12-21 15:43:00,14,1,354.8,25.34,23.32,117,8.36,6.99,ITALY,0,352,1,354.8,1,1,2,112,Lost Customers
12516.0,2011-06-12 11:37:00,2011-09-23 09:13:00,22,2,1127.76,51.26,32.03,745,33.86,2.96,GERMANY,102,77,2,1127.76,2,2,4,224,Lost Customers
12517.0,2011-06-02 15:13:00,2011-11-11 14:04:00,271,5,2405.14,8.88,8.41,1319,4.87,2.38,GERMANY,161,27,5,2405.14,4,4,5,445,Champions
12518.0,2011-08-21 13:18:00,2011-12-09 10:13:00,119,5,1990.79,16.73,9.1,1272,10.69,2.89,GERMANY,109,0,5,1990.79,5,4,5,545,Champions
12519.0,2011-10-07 09:26:00,2011-10-07 09:26:00,17,1,330.84,19.46,11.01,175,10.29,3.09,GERMANY,0,63,1,330.84,3,1,2,312,Potential Loyalists
12520.0,2011-03-11 11:35:00,2011-09-21 15:23:00,148,5,2565.98,17.34,11.86,1387,9.37,3.32,GERMANY,194,78,5,2565.98,2,4,5,245,At Risk
12521.0,2011-07-20 10:51:00,2011-07-20 10:51:00,35,1,568.6,16.25,9.14,291,8.31,3.1,GERMANY,0,142,1,568.6,2,1,3,213,Lost Customers
12522.0,2011-10-19 14:41:00,2011-10-31 15:30:00,12,2,192.72,16.06,4.29,194,16.17,5.0,GERMANY,12,38,2,192.72,3,2,1,321,Potential Loyalists
12523.0,2011-01-12 09:43:00,2011-11-20 12:55:00,100,11,1684.38,16.84,5.57,831,8.31,4.89,FRANCE,312,18,11,1684.38,4,5,4,454,Champions
12524.0,2011-01-10 10:35:00,2011-11-30 15:31:00,137,8,4366.9,31.88,33.7,3575,26.09,2.89,GERMANY,324,8,8,4366.9,5,5,5,555,Champions
12526.0,2011-09-06 14:19:00,2011-12-09 12:09:00,70,3,1300.16,18.57,8.58,622,8.89,3.38,UNITED KINGDOM,93,0,3,1300.16,5,3,4,534,Loyal Customers
12527.0,2011-01-18 12:05:00,2011-09-19 11:55:00,18,3,348.71,19.37,13.67,234,13.0,2.93,GERMANY,243,81,3,348.71,2,3,2,232,At Risk
12528.0,2011-01-31 09:05:00,2011-11-30 14:40:00,87,6,1829.38,21.03,11.62,710,8.16,5.45,UNITED KINGDOM,303,8,6,1829.38,5,5,4,554,Champions
12530.0,2011-01-07 10:04:00,2011-10-11 12:34:00,62,4,1544.78,24.92,19.04,863,13.92,3.95,GERMANY,277,59,4,1544.78,3,4,4,344,Loyal Customers
12531.0,2011-11-25 11:12:00,2011-11-25 11:12:00,16,1,121.47,7.59,6.96,42,2.62,3.97,UNITED KINGDOM,0,14,1,121.47,4,1,1,411,New Customers
12532.0,2011-11-09 13:47:00,2011-11-09 13:47:00,16,1,349.83,21.86,9.54,153,9.56,3.7,UNITED KINGDOM,0,29,1,349.83,4,1,2,412,New Customers
12534.0,2011-08-01 10:26:00,2011-08-01 10:26:00,63,1,1089.18,17.29,13.11,651,10.33,3.04,GERMANY,0,130,1,1089.18,2,1,4,214,Lost Customers
12535.0,2011-06-06 12:47:00,2011-09-09 08:48:00,33,2,700.45,21.23,9.01,217,6.58,4.35,FRANCE,94,91,2,700.45,2,2,3,223,Lost Customers
